
0, 0.009766, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
90000, 0.019531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110000, 0.019531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
130000, 0.029297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
150000, 0.029297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
170000, 0.039062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
190000, 0.039062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
210000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
230000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
250000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
270000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
290000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
310000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
330000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
350000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
370000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
410000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
430000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
450000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
470000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
490000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
510000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
530000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
550000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
570000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
590000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
630000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
650000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
670000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
690000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
710000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
730000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
750000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
770000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
790000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
810000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
830000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
850000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
870000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
890000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
910000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
930000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
950000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
970000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
990000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1010000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1030000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1050000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1070000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1090000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1110000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1130000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1150000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1170000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1190000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1210000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1230000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1250000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1270000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1290000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1310000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1330000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1350000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1370000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1390000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1410000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1430000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1450000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1470000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1490000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1510000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1530000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1550000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1570000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1610000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1630000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1650000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1670000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1690000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1710000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1730000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1750000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1770000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1790000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1810000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1830000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1850000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1870000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1890000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1910000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1930000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1950000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1970000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1990000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2010000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2030000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2050000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2070000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2090000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2110000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2130000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2150000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2170000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2190000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2210000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2230000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2250000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2270000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2290000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2310000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2330000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2350000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2370000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2390000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2410000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2430000, 0.048828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
